"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:2000142",27,"GO:0006367",3.34020147962073,88,"regulation of DNA-templated transcription initiation","transcription initiation at RNA polymerase II promoter",0.83848631840796,0.4709,0.902,"GO terms - g:Profiler only (no BG)"
"GO:0090316",2,"GO:0051179",3.31484045957379,113,"positive regulation of intracellular protein transport","localization",0.870559701492537,0.303135135135135,0.434,"GO terms - g:Profiler only (no BG)"
"GO:0023051",39,"GO:0023051",3.30582865228169,3848,"regulation of signaling","regulation of signaling",0.927660447761194,0.562,0,"GO terms - g:Profiler only (no BG)"
"GO:2000736",50,"GO:0048863",3.30582865228169,90,"regulation of stem cell differentiation","stem cell differentiation",0.926039800995025,0.5135,0.904,"GO terms - g:Profiler only (no BG)"
"GO:0048026",15,"GO:0006139",3.29101078399089,41,"positive regulation of mRNA splicing, via spliceosome","nucleobase-containing compound metabolic process",0.817339552238806,0.425774193548387,0.401,"GO terms - g:Profiler only (no BG)"
"GO:0048585",1,"GO:0048583",3.26472389866226,1824,"negative regulation of response to stimulus","regulation of response to stimulus",0.876026119402985,0.485428571428571,0.779,"GO terms - g:Profiler only (no BG)"
"GO:0009314",18,"GO:0009411",3.2529083212486,474,"response to radiation","response to UV",0.953517412935323,0.214571428571429,0.905,"GO terms - g:Profiler only (no BG)"
"GO:0090224",10,"GO:1902850",3.23540196349713,47,"regulation of spindle organization","microtubule cytoskeleton organization involved in mitosis",0.819347014925373,0.2528,0.653,"GO terms - g:Profiler only (no BG)"
"GO:0007399",41,"GO:0007275",3.22626052359481,2753,"nervous system development","multicellular organism development",0.95482960199005,0.372133333333333,0.739,"GO terms - g:Profiler only (no BG)"
"GO:1903083",29,"GO:0033036",3.2113434287325,16,"protein localization to condensed chromosome","macromolecule localization",0.940444029850746,0.441666666666667,0.531,"GO terms - g:Profiler only (no BG)"
"GO:0034501",29,"GO:0033036",3.2113434287325,16,"protein localization to kinetochore","macromolecule localization",0.940217661691542,0.434083333333333,0.531,"GO terms - g:Profiler only (no BG)"
"GO:0031577",6,"GO:0007049",3.20529148263566,59,"spindle checkpoint signaling","cell cycle",0.816890547263682,0.268069444444444,0.657,"GO terms - g:Profiler only (no BG)"
"GO:0033119",14,"GO:0008380",3.20244332280131,30,"negative regulation of RNA splicing","RNA splicing",0.824353233830846,0.390055555555556,0.766,"GO terms - g:Profiler only (no BG)"
"GO:0010833",16,"GO:0051276",3.18174735427387,81,"telomere maintenance via telomere lengthening","chromosome organization",0.795748756218906,0.2929375,0.798,"GO terms - g:Profiler only (no BG)"
"GO:0080134",3,"GO:0006974",3.16637952711733,1470,"regulation of response to stress","DNA damage response",0.893029850746269,0.50547619047619,0.614,"GO terms - g:Profiler only (no BG)"
"GO:0051321",37,"GO:1903046",3.13549665007527,361,"meiotic cell cycle","meiotic cell cycle process",0.898267412935323,0.254,0.977,"GO terms - g:Profiler only (no BG)"
"GO:0044773",6,"GO:0007049",3.11345789633981,84,"mitotic DNA damage checkpoint signaling","cell cycle",0.794924129353234,0.246375,0.67,"GO terms - g:Profiler only (no BG)"
"GO:0032204",16,"GO:0051276",3.11345789633981,102,"regulation of telomere maintenance","chromosome organization",0.743583333333333,0.23675,0.825,"GO terms - g:Profiler only (no BG)"
"GO:0009628",18,"GO:0009411",3.11238199100676,1345,"response to abiotic stimulus","response to UV",0.951241293532338,0.265214285714286,0.799,"GO terms - g:Profiler only (no BG)"
"GO:0070918",14,"GO:0008380",3.10281498989684,69,"regulatory ncRNA processing","RNA splicing",0.812238805970149,0.381,0.706,"GO terms - g:Profiler only (no BG)"
"GO:0030520",40,"GO:0030518",3.09905079729581,51,"estrogen receptor signaling pathway","nuclear receptor-mediated steroid hormone signaling pathway",0.894834577114428,0.305388888888889,0.932,"GO terms - g:Profiler only (no BG)"
"GO:0000479",15,"GO:0006139",3.09669510583323,16,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","nucleobase-containing compound metabolic process",0.833394278606965,0.569709677419355,0.376,"GO terms - g:Profiler only (no BG)"
"GO:1902969",4,"GO:0006259",3.09669510583323,16,"mitotic DNA replication","DNA metabolic process",0.809517412935323,0.403380952380952,0.6,"GO terms - g:Profiler only (no BG)"
"GO:0001711",20,"GO:0009790",3.09669510583323,15,"endodermal cell fate commitment","embryo development",0.952611940298507,0.37675,0.62,"GO terms - g:Profiler only (no BG)"
"GO:0010646",49,"GO:0035556",3.08588443448016,3850,"regulation of cell communication","intracellular signal transduction",0.908798507462687,0.420307692307692,0.603,"GO terms - g:Profiler only (no BG)"
"GO:0045739",4,"GO:0006259",3.07013018898765,137,"positive regulation of DNA repair","DNA metabolic process",0.768166666666667,0.356738095238095,0.737,"GO terms - g:Profiler only (no BG)"
"GO:0030900",42,"GO:0021543",3.06989473448924,480,"forebrain development","pallium development",0.95792039800995,0.21725,0.9,"GO terms - g:Profiler only (no BG)"
"GO:0051030",29,"GO:0033036",3.06883377964401,6,"snRNA transport","macromolecule localization",0.954798507462687,0.560791666666667,0.483,"GO terms - g:Profiler only (no BG)"
"GO:0002372",24,"GO:0002372",3.06883377964401,6,"myeloid dendritic cell cytokine production","myeloid dendritic cell cytokine production",0.881820895522388,0.264933333333333,0,"GO terms - g:Profiler only (no BG)"
"GO:0002733",24,"GO:0002372",3.06883377964401,6,"regulation of myeloid dendritic cell cytokine production","myeloid dendritic cell cytokine production",0.856294776119403,0.242,1,"GO terms - g:Profiler only (no BG)"
"GO:0002735",24,"GO:0002372",3.06883377964401,6,"positive regulation of myeloid dendritic cell cytokine production","myeloid dendritic cell cytokine production",0.844390547263682,0.218666666666667,1,"GO terms - g:Profiler only (no BG)"
"GO:0051081",36,"GO:1903008",3.06113025155997,7,"nuclear membrane disassembly","organelle disassembly",0.924232587064677,0.347333333333333,0.649,"GO terms - g:Profiler only (no BG)"
"GO:0051985",6,"GO:0007049",3.05792336607076,59,"negative regulation of chromosome segregation","cell cycle",0.841825870646766,0.228319444444444,0.659,"GO terms - g:Profiler only (no BG)"
"GO:1905819",6,"GO:0007049",3.05792336607076,57,"negative regulation of chromosome separation","cell cycle",0.841022388059702,0.218236111111111,0.658,"GO terms - g:Profiler only (no BG)"
"GO:1902100",6,"GO:0007049",3.05792336607076,57,"negative regulation of metaphase/anaphase transition of cell cycle","cell cycle",0.786014925373134,0.194722222222222,0.658,"GO terms - g:Profiler only (no BG)"
"GO:0032502",41,"GO:0007275",3.04963566951,7078,"developmental process","multicellular organism development",0.967259950248756,0.4462,0.756,"GO terms - g:Profiler only (no BG)"
"GO:0070201",2,"GO:0051179",3.04963566951,632,"regulation of establishment of protein localization","localization",0.879111940298507,0.337945945945946,0.534,"GO terms - g:Profiler only (no BG)"
"GO:1902749",6,"GO:0007049",3.02232900754608,125,"regulation of cell cycle G2/M phase transition","cell cycle",0.859682835820896,0.263847222222222,0.7,"GO terms - g:Profiler only (no BG)"
"GO:0010972",6,"GO:0007049",2.99761302401907,73,"negative regulation of G2/M transition of mitotic cell cycle","cell cycle",0.841228855721393,0.233527777777778,0.67,"GO terms - g:Profiler only (no BG)"
"GO:0051248",31,"GO:0019538",2.97799184690733,960,"negative regulation of protein metabolic process","protein metabolic process",0.811385572139304,0.370666666666667,0.659,"GO terms - g:Profiler only (no BG)"
"GO:0051130",52,"GO:0051128",2.9612290296682,1317,"positive regulation of cellular component organization","regulation of cellular component organization",0.844648009950249,0.3855,0.849,"GO terms - g:Profiler only (no BG)"
"GO:0043487",9,"GO:0009057",2.95708823120626,190,"regulation of RNA stability","macromolecule catabolic process",0.807595771144279,0.234086956521739,0.782,"GO terms - g:Profiler only (no BG)"
"GO:0010608",31,"GO:0019538",2.9456447133773,609,"post-transcriptional regulation of gene expression","protein metabolic process",0.833756218905473,0.4855,0.356,"GO terms - g:Profiler only (no BG)"
"GO:0090398",3,"GO:0006974",2.93271091089831,100,"cellular senescence","DNA damage response",0.880152985074627,0.532619047619048,0.62,"GO terms - g:Profiler only (no BG)"
"GO:1902750",6,"GO:0007049",2.92676970328541,75,"negative regulation of cell cycle G2/M phase transition","cell cycle",0.844205223880597,0.251513888888889,0.672,"GO terms - g:Profiler only (no BG)"
"GO:0030397",36,"GO:1903008",2.92430760614261,8,"membrane disassembly","organelle disassembly",0.940517412935323,0.3465,0.652,"GO terms - g:Profiler only (no BG)"
"GO:1902099",6,"GO:0007049",2.92430760614261,96,"regulation of metaphase/anaphase transition of cell cycle","cell cycle",0.797007462686567,0.198194444444444,0.68,"GO terms - g:Profiler only (no BG)"
"GO:0061013",15,"GO:0006139",2.92028257105275,194,"regulation of mRNA catabolic process","nucleobase-containing compound metabolic process",0.778783582089552,0.40641935483871,0.51,"GO terms - g:Profiler only (no BG)"
"GO:0006473",8,"GO:0043412",2.91583865264864,65,"protein acetylation","macromolecule modification",0.905453980099503,0.558837837837838,0.589,"GO terms - g:Profiler only (no BG)"
"GO:0009966",49,"GO:0035556",2.91094736497296,3221,"regulation of signal transduction","intracellular signal transduction",0.866029850746269,0.394538461538462,0.639,"GO terms - g:Profiler only (no BG)"
"GO:0034243",27,"GO:0006367",2.89538191749107,76,"regulation of transcription elongation by RNA polymerase II","transcription initiation at RNA polymerase II promoter",0.840848258706468,0.48005,0.479,"GO terms - g:Profiler only (no BG)"
"GO:0071168",29,"GO:0033036",2.89538191749107,47,"protein localization to chromatin","macromolecule localization",0.93677736318408,0.415916666666667,0.577,"GO terms - g:Profiler only (no BG)"
"GO:0033750",5,"GO:0050000",2.89538191749107,17,"ribosome localization","chromosome localization",0.957345771144279,0.368826086956522,0.651,"GO terms - g:Profiler only (no BG)"
"GO:0000054",5,"GO:0050000",2.89538191749107,17,"ribosomal subunit export from nucleus","chromosome localization",0.87448631840796,0.347173913043478,0.651,"GO terms - g:Profiler only (no BG)"
"GO:0071826",11,"GO:1903241",2.87980534121379,193,"protein-RNA complex organization","U2-type prespliceosome assembly",0.92328855721393,0.325916666666667,0.789,"GO terms - g:Profiler only (no BG)"
"GO:0018193",8,"GO:0043412",2.87538616358526,789,"peptidyl-amino acid modification","macromolecule modification",0.883254975124378,0.448486486486486,0.771,"GO terms - g:Profiler only (no BG)"
"GO:0031118",8,"GO:0043412",2.86329090542432,8,"rRNA pseudouridine synthesis","macromolecule modification",0.823526119402985,0.534432432432432,0.492,"GO terms - g:Profiler only (no BG)"
"GO:1903608",29,"GO:0033036",2.86329090542432,9,"protein localization to cytoplasmic stress granule","macromolecule localization",0.944982587064677,0.520291666666667,0.498,"GO terms - g:Profiler only (no BG)"
"GO:0007004",4,"GO:0006259",2.86329090542432,65,"telomere maintenance via telomerase","DNA metabolic process",0.788907960199005,0.438,0.699,"GO terms - g:Profiler only (no BG)"
"GO:0040031",56,"GO:0040031",2.86329090542432,8,"snRNA modification","snRNA modification",0.871138059701493,0.402,0,"GO terms - g:Profiler only (no BG)"
"GO:0000055",5,"GO:0050000",2.86329090542432,8,"ribosomal large subunit export from nucleus","chromosome localization",0.881725124378109,0.380869565217391,0.612,"GO terms - g:Profiler only (no BG)"
"GO:0044785",37,"GO:1903046",2.86329090542432,7,"metaphase/anaphase transition of meiotic cell cycle","meiotic cell cycle process",0.826539800995025,0.3336,0.747,"GO terms - g:Profiler only (no BG)"
"GO:0090329",4,"GO:0006259",2.85829922986332,43,"regulation of DNA-templated DNA replication","DNA metabolic process",0.838628109452736,0.327166666666667,0.668,"GO terms - g:Profiler only (no BG)"
"GO:0044843",6,"GO:0007049",2.84064403999326,263,"cell cycle G1/S phase transition","cell cycle",0.893431592039801,0.294611111111111,0.741,"GO terms - g:Profiler only (no BG)"
"GO:0044784",6,"GO:0007049",2.80408573722476,101,"metaphase/anaphase transition of cell cycle","cell cycle",0.797213930348259,0.206819444444444,0.684,"GO terms - g:Profiler only (no BG)"
"GO:0030154",41,"GO:0007275",2.80145469878464,4941,"cell differentiation","multicellular organism development",0.944054726368159,0.365666666666667,0.625,"GO terms - g:Profiler only (no BG)"
"GO:0048869",41,"GO:0007275",2.79916027449174,4942,"cellular developmental process","multicellular organism development",0.944057213930348,0.3658,0.625,"GO terms - g:Profiler only (no BG)"
"GO:2001252",16,"GO:0051276",2.79915438483093,119,"positive regulation of chromosome organization","chromosome organization",0.844009950248756,0.332375,0.814,"GO terms - g:Profiler only (no BG)"
"GO:0051222",2,"GO:0051179",2.78067602821125,315,"positive regulation of protein transport","localization",0.867317164179104,0.345189189189189,0.488,"GO terms - g:Profiler only (no BG)"
"GO:0022411",36,"GO:1903008",2.77446466663868,433,"cellular component disassembly","organelle disassembly",0.923879353233831,0.3675,0.87,"GO terms - g:Profiler only (no BG)"
"GO:0070507",10,"GO:1902850",2.77446466663868,167,"regulation of microtubule cytoskeleton organization","microtubule cytoskeleton organization involved in mitosis",0.857231343283582,0.2314,0.722,"GO terms - g:Profiler only (no BG)"
"GO:0042307",2,"GO:0051179",2.74612610429698,54,"positive regulation of protein import into nucleus","localization",0.871008706467662,0.302837837837838,0.398,"GO terms - g:Profiler only (no BG)"
"GO:0071495",40,"GO:0030518",2.74503900604374,1328,"cellular response to endogenous stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.947057213930348,0.238277777777778,0.761,"GO terms - g:Profiler only (no BG)"
"GO:0000082",6,"GO:0007049",2.74477545779588,233,"G1/S transition of mitotic cell cycle","cell cycle",0.890009950248756,0.275305555555556,0.73,"GO terms - g:Profiler only (no BG)"
"GO:0045945",27,"GO:0006367",2.72248299840069,19,"positive regulation of transcription by RNA polymerase III","transcription initiation at RNA polymerase II promoter",0.844717661691542,0.57285,0.369,"GO terms - g:Profiler only (no BG)"
"GO:0045911",4,"GO:0006259",2.70250016823242,78,"positive regulation of DNA recombination","DNA metabolic process",0.822262437810945,0.353119047619048,0.694,"GO terms - g:Profiler only (no BG)"
"GO:0022618",11,"GO:1903241",2.7020414207845,184,"protein-RNA complex assembly","U2-type prespliceosome assembly",0.913437810945274,0.318916666666667,0.793,"GO terms - g:Profiler only (no BG)"
"GO:0019827",59,"GO:0019827",2.69602255682189,224,"stem cell population maintenance","stem cell population maintenance",0.972031094527363,0.388,0,"GO terms - g:Profiler only (no BG)"
"GO:0010389",6,"GO:0007049",2.69451935464737,111,"regulation of G2/M transition of mitotic cell cycle","cell cycle",0.857716417910448,0.251888888888889,0.691,"GO terms - g:Profiler only (no BG)"
"GO:0002191",21,"GO:0001732",2.68755710517118,8,"cap-dependent translational initiation","formation of cytoplasmic translation initiation complex",0.902156716417911,0.324333333333333,0.811,"GO terms - g:Profiler only (no BG)"
"GO:0090063",10,"GO:1902850",2.68755710517118,8,"positive regulation of microtubule nucleation","microtubule cytoskeleton organization involved in mitosis",0.862106965174129,0.30328,0.577,"GO terms - g:Profiler only (no BG)"
"GO:0010616",51,"GO:0010616",2.68755710517118,8,"negative regulation of cardiac muscle adaptation","negative regulation of cardiac muscle adaptation",0.902150497512438,0.229666666666667,0,"GO terms - g:Profiler only (no BG)"
"GO:0017148",31,"GO:0019538",2.6760572131992,153,"negative regulation of translation","protein metabolic process",0.811866915422886,0.346333333333333,0.527,"GO terms - g:Profiler only (no BG)"
"GO:0043488",9,"GO:0009057",2.6594958017357,174,"regulation of mRNA stability","macromolecule catabolic process",0.777643034825871,0.232478260869565,0.777,"GO terms - g:Profiler only (no BG)"
"GO:0044818",6,"GO:0007049",2.62720314722731,60,"mitotic G2/M transition checkpoint","cell cycle",0.812151741293532,0.236777777777778,0.66,"GO terms - g:Profiler only (no BG)"
"GO:0009895",9,"GO:0009057",2.6267534594745,367,"negative regulation of catabolic process","macromolecule catabolic process",0.848006218905473,0.33304347826087,0.659,"GO terms - g:Profiler only (no BG)"
"GO:0098727",59,"GO:0019827",2.61783826040952,232,"maintenance of cell number","stem cell population maintenance",0.978401741293532,0.389,0.996,"GO terms - g:Profiler only (no BG)"
"GO:0023057",39,"GO:0023051",2.61386849149463,1560,"negative regulation of signaling","regulation of signaling",0.908893034825871,0.543,0.794,"GO terms - g:Profiler only (no BG)"
"GO:1903518",3,"GO:0006974",2.59933321277149,2,"positive regulation of single strand break repair","DNA damage response",0.821914179104478,0.476142857142857,0.554,"GO terms - g:Profiler only (no BG)"
"GO:1903516",3,"GO:0006974",2.59933321277149,2,"regulation of single strand break repair","DNA damage response",0.830664179104478,0.47,0.562,"GO terms - g:Profiler only (no BG)"
"GO:0009615",47,"GO:0009615",2.59933321277149,412,"response to virus","response to virus",0.961598258706468,0.42625,0,"GO terms - g:Profiler only (no BG)"
"GO:0032916",65,"GO:0032916",2.59933321277149,2,"positive regulation of transforming growth factor beta3 production","positive regulation of transforming growth factor beta3 production",0.868651741293532,0.2922,0,"GO terms - g:Profiler only (no BG)"
"GO:0010648",49,"GO:0035556",2.59833119965907,1563,"negative regulation of cell communication","intracellular signal transduction",0.891544776119403,0.426461538461538,0.508,"GO terms - g:Profiler only (no BG)"
"GO:0010638",52,"GO:0051128",2.59833119965907,559,"positive regulation of organelle organization","regulation of cellular component organization",0.838615671641791,0.3299,0.755,"GO terms - g:Profiler only (no BG)"
"GO:0000226",10,"GO:1902850",2.59729804788321,686,"microtubule cytoskeleton organization","microtubule cytoskeleton organization involved in mitosis",0.890835820895522,0.25432,0.834,"GO terms - g:Profiler only (no BG)"
"GO:0008283",45,"GO:0008283",2.58944966157697,2170,"cell population proliferation","cell population proliferation",0.974779850746269,0.44425,0,"GO terms - g:Profiler only (no BG)"
"GO:0007179",40,"GO:0030518",2.58151741446917,218,"transforming growth factor beta receptor signaling pathway","nuclear receptor-mediated steroid hormone signaling pathway",0.897866915422886,0.276611111111111,0.644,"GO terms - g:Profiler only (no BG)"
"GO:0050896",1,"GO:0048583",2.57908194515945,10589,"response to stimulus","regulation of response to stimulus",0.945324626865672,0.581857142857143,0.54,"GO terms - g:Profiler only (with BG)"
"GO:1901673",10,"GO:1902850",2.57441253551451,23,"regulation of mitotic spindle assembly","microtubule cytoskeleton organization involved in mitosis",0.80847263681592,0.27276,0.851,"GO terms - g:Profiler only (no BG)"
"GO:0009755",40,"GO:0030518",2.56619230635646,209,"hormone-mediated signaling pathway","nuclear receptor-mediated steroid hormone signaling pathway",0.889592039800995,0.258777777777778,0.953,"GO terms - g:Profiler only (no BG)"
"GO:1990481",8,"GO:0043412",2.54296955529592,9,"mRNA pseudouridine synthesis","macromolecule modification",0.882223880597015,0.536675675675676,0.492,"GO terms - g:Profiler only (no BG)"
"GO:0031399",31,"GO:0019538",2.52717522832242,1234,"regulation of protein modification process","protein metabolic process",0.821844527363184,0.367916666666667,0.691,"GO terms - g:Profiler only (no BG)"
"GO:0031112",10,"GO:1902850",2.52085499665461,39,"positive regulation of microtubule polymerization or depolymerization","microtubule cytoskeleton organization involved in mitosis",0.85665671641791,0.25856,0.641,"GO terms - g:Profiler only (no BG)"
"GO:0006356",27,"GO:0006367",2.51887181040447,46,"regulation of transcription by RNA polymerase I","transcription initiation at RNA polymerase II promoter",0.846487562189055,0.58255,0.398,"GO terms - g:Profiler only (no BG)"
"GO:0010256",35,"GO:0010256",2.51539494123407,591,"endomembrane system organization","endomembrane system organization",0.919110696517413,0.3814,0,"GO terms - g:Profiler only (no BG)"
"GO:0048856",41,"GO:0007275",2.51388138720751,6568,"anatomical structure development","multicellular organism development",0.965818407960199,0.425,0.795,"GO terms - g:Profiler only (no BG)"
"GO:1902531",49,"GO:0035556",2.50871682541511,2035,"regulation of intracellular signal transduction","intracellular signal transduction",0.867955223880597,0.322,0.887,"GO terms - g:Profiler only (no BG)"
"GO:0043067",33,"GO:0012501",2.49300170365855,1714,"regulation of programmed cell death","programmed cell death",0.926606965174129,0.259,0.912,"GO terms - g:Profiler only (no BG)"
"GO:0021537",42,"GO:0021543",2.49300170365855,322,"telencephalon development","pallium development",0.959629353233831,0.215,0.955,"GO terms - g:Profiler only (no BG)"
"GO:0034644",18,"GO:0009411",2.48045677523473,97,"cellular response to UV","response to UV",0.939414179104478,0.251571428571429,0.958,"GO terms - g:Profiler only (no BG)"
"GO:0051647",5,"GO:0050000",2.47876446302682,44,"nucleus localization","chromosome localization",0.957171641791045,0.39004347826087,0.67,"GO terms - g:Profiler only (no BG)"
"GO:0051049",2,"GO:0051179",2.47876446302682,1894,"regulation of transport","localization",0.895232587064677,0.382162162162162,0.666,"GO terms - g:Profiler only (no BG)"
"GO:0000132",5,"GO:0050000",2.47876446302682,37,"establishment of mitotic spindle orientation","chromosome localization",0.810873134328358,0.321608695652174,0.674,"GO terms - g:Profiler only (no BG)"
"GO:0042981",33,"GO:0012501",2.46936212641743,1666,"regulation of apoptotic process","programmed cell death",0.926876865671642,0.256142857142857,0.906,"GO terms - g:Profiler only (no BG)"
"GO:0006303",3,"GO:0006974",2.46126363517872,70,"double-strand break repair via nonhomologous end joining","DNA damage response",0.829371890547264,0.414952380952381,0.73,"GO terms - g:Profiler only (no BG)"
"GO:1901989",6,"GO:0007049",2.44221732542483,123,"positive regulation of cell cycle phase transition","cell cycle",0.846416666666667,0.276930555555556,0.688,"GO terms - g:Profiler only (no BG)"
"GO:1902455",59,"GO:0019827",2.43572602774422,25,"negative regulation of stem cell population maintenance","stem cell population maintenance",0.918628109452736,0.441,0.84,"GO terms - g:Profiler only (no BG)"
"GO:1905168",4,"GO:0006259",2.43382352422101,43,"positive regulation of double-strand break repair via homologous recombination","DNA metabolic process",0.785113184079602,0.354619047619048,0.659,"GO terms - g:Profiler only (no BG)"
"GO:0071173",6,"GO:0007049",2.42709774101346,53,"spindle assembly checkpoint signaling","cell cycle",0.817737562189055,0.271277777777778,0.653,"GO terms - g:Profiler only (no BG)"
"GO:0071174",6,"GO:0007049",2.42709774101346,55,"mitotic spindle checkpoint signaling","cell cycle",0.81514552238806,0.257722222222222,0.652,"GO terms - g:Profiler only (no BG)"
"GO:0007094",6,"GO:0007049",2.42709774101346,53,"mitotic spindle assembly checkpoint signaling","cell cycle",0.748477611940298,0.152861111111111,0.651,"GO terms - g:Profiler only (no BG)"
"GO:0010968",10,"GO:1902850",2.41393723191822,11,"regulation of microtubule nucleation","microtubule cytoskeleton organization involved in mitosis",0.873126865671642,0.29836,0.589,"GO terms - g:Profiler only (no BG)"
"GO:0002732",24,"GO:0002372",2.41393723191822,11,"positive regulation of dendritic cell cytokine production","myeloid dendritic cell cytokine production",0.838172885572139,0.2522,0.915,"GO terms - g:Profiler only (no BG)"
"GO:2000278",4,"GO:0006259",2.40149518748136,112,"regulation of DNA biosynthetic process","DNA metabolic process",0.818205223880597,0.379190476190476,0.717,"GO terms - g:Profiler only (no BG)"
"GO:0007420",42,"GO:0021543",2.3972846433131,787,"brain development","pallium development",0.956358208955224,0.246125,0.843,"GO terms - g:Profiler only (no BG)"
"GO:0048545",40,"GO:0030518",2.39446567574906,357,"response to steroid hormone","nuclear receptor-mediated steroid hormone signaling pathway",0.943374378109453,0.263611111111111,0.928,"GO terms - g:Profiler only (no BG)"
"GO:0032790",36,"GO:1903008",2.39225564497025,42,"ribosome disassembly","organelle disassembly",0.91939552238806,0.389166666666667,0.972,"GO terms - g:Profiler only (no BG)"
"GO:0040001",5,"GO:0050000",2.39225564497025,41,"establishment of mitotic spindle localization","chromosome localization",0.812374378109453,0.31895652173913,0.678,"GO terms - g:Profiler only (no BG)"
"GO:0031023",10,"GO:1902850",2.38541620544491,153,"microtubule organizing center organization","microtubule cytoskeleton organization involved in mitosis",0.903187810945274,0.31016,0.729,"GO terms - g:Profiler only (no BG)"
"GO:0042659",50,"GO:0048863",2.37389971203776,25,"regulation of cell fate specification","stem cell differentiation",0.931636815920398,0.505125,0.33,"GO terms - g:Profiler only (no BG)"
"GO:0010212",18,"GO:0009411",2.36601357936687,158,"response to ionizing radiation","response to UV",0.957059701492537,0.244857142857143,0.824,"GO terms - g:Profiler only (no BG)"
"GO:0007077",36,"GO:1903008",2.3639695509972,1,"mitotic nuclear membrane disassembly","organelle disassembly",0.884169154228856,0.391666666666667,0.59,"GO terms - g:Profiler only (no BG)"
"GO:0030071",6,"GO:0007049",2.3639695509972,93,"regulation of mitotic metaphase/anaphase transition","cell cycle",0.795126865671642,0.185472222222222,0.676,"GO terms - g:Profiler only (no BG)"
"GO:0033046",6,"GO:0007049",2.35373860764112,55,"negative regulation of sister chromatid segregation","cell cycle",0.787823383084577,0.222875,0.654,"GO terms - g:Profiler only (no BG)"
"GO:0033048",6,"GO:0007049",2.35373860764112,55,"negative regulation of mitotic sister chromatid segregation","cell cycle",0.783860696517413,0.212041666666667,0.654,"GO terms - g:Profiler only (no BG)"
"GO:2000816",6,"GO:0007049",2.35373860764112,55,"negative regulation of mitotic sister chromatid separation","cell cycle",0.783004975124378,0.202486111111111,0.654,"GO terms - g:Profiler only (no BG)"
"GO:0045841",6,"GO:0007049",2.35373860764112,55,"negative regulation of mitotic metaphase/anaphase transition","cell cycle",0.778253731343284,0.162805555555556,0.654,"GO terms - g:Profiler only (no BG)"
"GO:0007417",41,"GO:0007275",2.35325577594587,1088,"central nervous system development","multicellular organism development",0.958072139303483,0.473,0.591,"GO terms - g:Profiler only (no BG)"
"GO:0008033",15,"GO:0006139",2.34678692466088,128,"tRNA processing","nucleobase-containing compound metabolic process",0.854783582089552,0.480645161290323,0.486,"GO terms - g:Profiler only (no BG)"
"GO:0031053",14,"GO:0008380",2.33675121926348,17,"primary miRNA processing","RNA splicing",0.833776119402985,0.441555555555556,0.618,"GO terms - g:Profiler only (no BG)"
"GO:0030490",58,"GO:0044085",2.2722141470833,50,"maturation of SSU-rRNA","cellular component biogenesis",0.821261194029851,0.480454545454545,0.559,"GO terms - g:Profiler only (no BG)"
"GO:0007492",22,"GO:0007492",2.27131183264051,92,"endoderm development","endoderm development",0.976026119402985,0.5005,0,"GO terms - g:Profiler only (no BG)"
"GO:0048731",41,"GO:0007275",2.26780953681222,4393,"system development","multicellular organism development",0.954205223880597,0.381266666666667,0.848,"GO terms - g:Profiler only (no BG)"
"GO:0045943",27,"GO:0006367",2.26567969223089,35,"positive regulation of transcription by RNA polymerase I","transcription initiation at RNA polymerase II promoter",0.837072139303483,0.5592,0.387,"GO terms - g:Profiler only (no BG)"
"GO:0019068",55,"GO:0019081",2.26567969223089,29,"virion assembly","viral translation",0.992549751243781,0.334444444444444,0.674,"GO terms - g:Profiler only (no BG)"
"GO:0007091",6,"GO:0007049",2.26467072406475,98,"metaphase/anaphase transition of mitotic cell cycle","cell cycle",0.79607960199005,0.198861111111111,0.68,"GO terms - g:Profiler only (no BG)"
"GO:0000184",9,"GO:0009057",2.26192743205399,48,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","macromolecule catabolic process",0.812680348258706,0.358869565217391,0.675,"GO terms - g:Profiler only (no BG)"
"GO:1903312",15,"GO:0006139",2.24655105666375,102,"negative regulation of mRNA metabolic process","nucleobase-containing compound metabolic process",0.819389303482587,0.436225806451613,0.46,"GO terms - g:Profiler only (no BG)"
"GO:0006979",13,"GO:0006979",2.24484384479277,434,"response to oxidative stress","response to oxidative stress",0.950827114427861,0.465,0,"GO terms - g:Profiler only (no BG)"
"GO:0008608",5,"GO:0050000",2.23759377684735,51,"attachment of spindle microtubules to kinetochore","chromosome localization",0.853945273631841,0.268782608695652,0.932,"GO terms - g:Profiler only (no BG)"
"GO:0071838",45,"GO:0008283",2.22502546373364,15,"cell proliferation in bone marrow","cell population proliferation",0.982124378109453,0.464125,0.546,"GO terms - g:Profiler only (no BG)"
"GO:0032886",10,"GO:1902850",2.21970728615825,280,"regulation of microtubule-based process","microtubule cytoskeleton organization involved in mitosis",0.919262437810945,0.2662,0.676,"GO terms - g:Profiler only (no BG)"
